Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,RelevantEducationLevel,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,InterviewScore,ResumeScore,RequestedBenefits,TotalWorkingYears,PreferredSkills,YearsAtCurrentCompany,RelevantExperience,JobType,SalaryExpectation,Ethnicity,Gender,HIRED
33,Travel_Rarely,Research & Development,14,Bachelor,Medical,High,Entry Level,Laboratory Technician,Married,3,No,High,High,Yes,7,High,5,4,full_time,Average,minority,Male,YES
30,Travel_Rarely,Research & Development,12,Bachelor,Medical,High,Entry Level,Research Scientist,Single,1,No,Outstanding,Average,No,6,High,6,2,full_time,High,non-minority,Female,NO
36,Travel_Frequently,Research & Development,3,College,Medical,High,Entry Level,Laboratory Technician,Single,4,No,Average,High,No,13,High,8,7,full_time,Average,minority,Male,YES
41,Non-Travel,Sales,10,College,Life Sciences,High,Intermediate,Sales Executive,Single,7,No,Outstanding,Outstanding,No,16,High,14,3,full_time,Average,non-minority,Male,YES
49,Travel_Rarely,Sales,12,Bachelor,Marketing,High,Experienced,Manager,Married,3,Yes,Outstanding,Low,Yes,24,Medium,15,10,full_time,High,minority,Female,YES
34,Travel_Rarely,Research & Development,29,Bachelor,Medical,High,Intermediate,Laboratory Technician,Married,4,No,High,Low,No,10,Low,8,7,full_time,Average,non-minority,Male,YES
28,Travel_Rarely,Research & Development,9,Bachelor,Medical,High,Entry Level,Research Scientist,Divorced,5,No,Low,Average,Yes,6,Medium,2,2,full_time,High,minority,Female,NO
29,Travel_Rarely,Research & Development,6,Master,Life Sciences,High,Entry Level,Manufacturing Director,Single,1,No,Outstanding,High,No,9,Medium,9,7,full_time,High,non-minority,Female,NO
30,Non-Travel,Sales,1,Below College,Life Sciences,Medium,Entry Level,Sales Representative,Divorced,1,No,Low,High,No,1,Medium,1,0,contract,Average,non-minority,Male,YES
35,Travel_Rarely,Research & Development,1,Master,Medical,Medium,Entry Level,Laboratory Technician,Married,6,No,Low,Average,Yes,10,Medium,8,0,full_time,High,minority,Female,NO
51,Travel_Rarely,Research & Development,2,Bachelor,Medical,Low,Intermediate,Manufacturing Director,Divorced,5,No,Average,Outstanding,Yes,13,High,4,1,full_time,High,non-minority,Male,YES
27,Travel_Rarely,Research & Development,2,Master,Life Sciences,High,Intermediate,Manufacturing Director,Married,0,No,Low,Average,Yes,4,Medium,3,2,full_time,High,minority,Female,NO
40,Travel_Frequently,Research & Development,26,College,Medical,Medium,Intermediate,Research Scientist,Married,3,Yes,Outstanding,Outstanding,Yes,16,High,1,1,contract,Average,minority,Female,NO
44,Travel_Rarely,Sales,6,Bachelor,Marketing,High,Experienced,Sales Executive,Divorced,3,No,Outstanding,Low,Yes,26,Low,12,7,full_time,Average,minority,Male,YES
27,Travel_Frequently,Research & Development,15,Bachelor,Life Sciences,Medium,Entry Level,Research Scientist,Married,0,No,Low,Outstanding,Yes,8,Medium,7,6,full_time,High,non-minority,Female,NO
52,Travel_Rarely,Research & Development,6,College,Technical Degree,High,Intermediate,Research Scientist,Divorced,3,Yes,Low,Average,No,18,High,10,9,contract,Average,minority,Male,YES
39,Travel_Rarely,Research & Development,12,Bachelor,Medical,High,Intermediate,Manufacturing Director,Married,4,No,Low,High,No,7,High,5,4,contract,High,minority,Female,NO
59,Non-Travel,Human Resources,2,Master,Human Resources,Medium,Experienced,Manager,Married,9,No,Outstanding,Outstanding,Yes,30,High,3,2,full_time,High,non-minority,Female,NO
38,Travel_Rarely,Sales,20,Bachelor,Life Sciences,High,Experienced,Sales Executive,Divorced,0,No,Low,Low,No,3,High,16,1,full_time,High,minority,Female,NO
45,Travel_Rarely,Sales,8,Master,Marketing,Medium,Intermediate,Sales Executive,Married,4,No,Low,Low,Yes,10,High,8,4,contract,High,minority,Female,NO
28,Non-Travel,Sales,2,College,Life Sciences,High,Intermediate,Sales Executive,Married,1,No,High,Low,Yes,4,High,4,3,full_time,Average,non-minority,Male,YES
52,Non-Travel,Research & Development,5,Master,Medical,Low,Entry Level,Research Scientist,Married,2,No,Low,Low,Yes,2,Medium,4,0,full_time,High,non-minority,Male,NO
36,Travel_Frequently,Research & Development,3,College,Medical,High,Entry Level,Laboratory Technician,Single,4,No,Average,High,No,13,High,8,7,full_time,Average,minority,Male,YES
41,Travel_Rarely,Research & Development,7,College,Medical,High,Intermediate,Manufacturing Director,Single,6,No,Low,Average,No,8,Medium,2,2,full_time,High,minority,Female,NO
21,Travel_Rarely,Research & Development,5,Below College,Medical,High,Entry Level,Research Scientist,Single,1,No,Outstanding,High,No,3,Medium,2,2,full_time,High,non-minority,Female,NO
30,Travel_Rarely,Sales,15,College,Marketing,Medium,Experienced,Sales Executive,Divorced,2,No,Low,Low,Yes,12,Medium,7,7,full_time,High,minority,Female,NO
30,Travel_Rarely,Sales,7,Master,Marketing,High,Intermediate,Sales Executive,Divorced,7,No,Low,Average,No,8,High,3,2,full_time,High,minority,Female,NO
30,Travel_Rarely,Research & Development,5,Below College,Life Sciences,Medium,Experienced,Research Director,Married,1,No,High,Average,Yes,10,High,9,8,full_time,Average,non-minority,Male,YES
31,Travel_Frequently,Research & Development,29,College,Medical,Medium,Entry Level,Laboratory Technician,Single,0,No,Low,Average,No,6,Medium,5,4,full_time,High,minority,Female,NO
32,Travel_Rarely,Research & Development,6,Doctorate,Life Sciences,High,Entry Level,Research Scientist,Single,3,No,High,Low,No,8,Medium,5,4,full_time,High,non-minority,Male,YES
35,Travel_Rarely,Research & Development,7,College,Life Sciences,Medium,Entry Level,Laboratory Technician,Married,1,No,Outstanding,Outstanding,Yes,1,Medium,1,0,full_time,High,non-minority,Female,NO
55,Travel_Rarely,Sales,18,Doctorate,Life Sciences,High,Experienced,Manager,Single,3,No,Low,Outstanding,No,37,Medium,10,9,full_time,High,minority,Female,NO
58,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Medium,Entry Level,Laboratory Technician,Divorced,9,Yes,Outstanding,Outstanding,Yes,3,High,1,0,contract,High,non-minority,Female,NO
36,Non-Travel,Sales,10,Master,Medical,Medium,Experienced,Sales Executive,Single,1,No,Low,Average,No,10,Medium,10,2,full_time,High,minority,Female,NO
52,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Low,Entry Level,Laboratory Technician,Single,2,No,Outstanding,Average,No,2,Medium,2,0,full_time,High,non-minority,Female,NO
27,Travel_Rarely,Sales,20,Bachelor,Medical,Very High,Entry Level,Sales Representative,Married,0,No,Low,Low,Yes,3,High,1,1,full_time,Average,minority,Female,NO
35,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Medium,Experienced,Manufacturing Director,Divorced,2,No,Low,Average,Yes,15,Medium,7,7,full_time,High,minority,Male,NO
25,Travel_Rarely,Sales,26,Below College,Medical,High,Intermediate,Sales Executive,Single,1,No,Low,Average,No,6,Medium,6,5,full_time,High,minority,Female,NO
28,Non-Travel,Research & Development,16,Bachelor,Medical,High,Entry Level,Research Scientist,Single,1,No,High,High,No,5,High,5,3,full_time,Average,non-minority,Male,YES
54,Travel_Rarely,Research & Development,17,Bachelor,Technical Degree,High,Experienced,Manufacturing Director,Married,8,No,Low,High,Yes,22,Medium,10,7,full_time,Low,minority,Female,NO
49,Travel_Rarely,Research & Development,18,Master,Life Sciences,Medium,Experienced,Research Director,Divorced,4,Yes,Low,High,Yes,5,Medium,31,2,contract,High,minority,Male,NO
43,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Low,Experienced,Research Director,Married,3,No,Outstanding,Average,Yes,25,Medium,8,7,full_time,Average,non-minority,Male,YES
42,Travel_Rarely,Research & Development,1,Master,Life Sciences,High,Entry Level,Laboratory Technician,Divorced,3,No,Low,Average,Yes,8,Medium,5,2,full_time,Average,non-minority,Female,NO
37,Travel_Rarely,Sales,10,Master,Life Sciences,Medium,Intermediate,Sales Executive,Divorced,2,Yes,Low,High,Yes,8,Medium,1,0,full_time,Average,minority,Female,NO
38,Travel_Rarely,Research & Development,17,Below College,Life Sciences,Medium,Experienced,Healthcare Representative,Married,4,No,Low,Low,Yes,5,Medium,19,2,full_time,High,minority,Female,NO
28,Travel_Rarely,Human Resources,8,College,Medical,Medium,Entry Level,Human Resources,Divorced,1,No,Outstanding,Outstanding,Yes,6,Medium,5,1,full_time,Average,non-minority,Male,YES
36,Travel_Rarely,Research & Development,8,Bachelor,Medical,High,Intermediate,Manufacturing Director,Divorced,1,No,High,High,No,16,High,14,11,full_time,Average,non-minority,Male,YES
44,Travel_Frequently,Human Resources,1,Doctorate,Human Resources,High,Intermediate,Human Resources,Married,4,Yes,Outstanding,High,No,14,High,10,7,full_time,Low,non-minority,Male,YES
55,Travel_Rarely,Research & Development,1,Bachelor,Medical,High,Experienced,Manager,Single,0,Yes,Low,High,No,37,Medium,36,10,full_time,High,minority,Female,NO
43,Travel_Frequently,Research & Development,1,College,Medical,High,Entry Level,Research Scientist,Divorced,1,Yes,Average,High,No,6,Medium,4,2,contract,Average,non-minority,Male,YES
44,Travel_Frequently,Human Resources,1,Doctorate,Human Resources,High,Intermediate,Human Resources,Married,4,Yes,Outstanding,High,No,14,High,10,7,full_time,Low,non-minority,Male,YES
29,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,Medium,Entry Level,Research Scientist,Divorced,1,No,Low,High,Yes,1,Medium,1,0,contract,High,minority,Female,NO
39,Travel_Rarely,Sales,3,College,Technical Degree,Low,Intermediate,Sales Representative,Single,0,No,High,Low,No,7,Medium,7,4,full_time,Average,minority,Male,YES
38,Travel_Rarely,Research & Development,2,College,Medical,Medium,Experienced,Manufacturing Director,Married,3,Yes,Low,Outstanding,Yes,10,Medium,0.3,4,full_time,High,minority,Female,NO
54,Travel_Rarely,Research & Development,5,College,Medical,Low,Experienced,Research Director,Married,2,No,Low,High,Yes,2,Medium,4,0,full_time,Low,minority,Male,NO
35,Travel_Rarely,Sales,8,Master,Life Sciences,High,Entry Level,Sales Representative,Married,1,No,Outstanding,Average,Yes,3,Low,3,2,full_time,Average,non-minority,Female,NO
45,Travel_Rarely,Research & Development,28,Bachelor,Technical Degree,High,Entry Level,Research Scientist,Married,4,No,Outstanding,Outstanding,Yes,8,High,5,4,full_time,High,non-minority,Male,YES
38,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,High,Intermediate,Research Scientist,Married,7,No,Outstanding,Outstanding,No,19,High,13,11,full_time,Average,minority,Male,YES
29,Travel_Frequently,Research & Development,4,Bachelor,Life Sciences,High,Intermediate,Manufacturing Director,Divorced,1,No,Low,Average,Yes,7,Medium,3,3,full_time,Average,minority,Female,YES
31,Travel_Rarely,Research & Development,5,Master,Technical Degree,High,Entry Level,Research Scientist,Married,5,Yes,Average,High,Yes,4,High,5,2,contract,High,minority,Female,NO
39,Non-Travel,Research & Development,1,Bachelor,Life Sciences,High,Intermediate,Laboratory Technician,Married,1,Yes,Low,Outstanding,Yes,9,Medium,9,8,full_time,High,minority,Female,NO
53,Travel_Rarely,Sales,8,Bachelor,Marketing,High,Experienced,Sales Executive,Married,5,No,Outstanding,High,Yes,28,High,2,0,full_time,Average,minority,Male,NO
41,Travel_Frequently,Sales,4,Bachelor,Marketing,High,Intermediate,Sales Executive,Single,1,No,Average,Average,No,8,High,8,7,contract,Average,non-minority,Male,YES
23,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Married,4,Yes,Low,High,Yes,5,Medium,0,2,full_time,High,minority,Female,NO
41,Travel_Rarely,Research & Development,2,Master,Life Sciences,Low,Entry Level,Laboratory Technician,Divorced,4,Yes,Low,High,Yes,10,Low,7,7,contract,Average,non-minority,Female,NO
36,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,High,Entry Level,Laboratory Technician,Single,2,No,Low,High,No,15,High,4,3,full_time,High,minority,Female,NO
29,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Single,1,No,Outstanding,Low,No,6,Low,6,5,full_time,High,non-minority,Male,YES
36,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,High,Experienced,Healthcare Representative,Married,7,Yes,Low,Outstanding,Yes,15,Low,12,8,full_time,Average,non-minority,Male,YES
47,Travel_Frequently,Research & Development,3,Bachelor,Medical,Medium,Experienced,Manager,Married,1,No,High,High,Yes,26,Medium,11,3,full_time,Average,non-minority,Male,YES
43,Travel_Frequently,Research & Development,28,Bachelor,Medical,Very High,Entry Level,Research Scientist,Single,4,No,Low,Outstanding,No,18,Medium,3,2,full_time,High,non-minority,Female,NO
42,Travel_Rarely,Sales,8,Master,Marketing,High,Intermediate,Sales Executive,Married,0,No,Average,Outstanding,Yes,10,Medium,9,7,contract,Low,minority,Male,YES
19,Travel_Rarely,Human Resources,2,College,Technical Degree,Medium,Entry Level,Human Resources,Single,1,No,Low,High,No,1,High,1,0,full_time,Average,minority,Male,NO
44,Travel_Rarely,Research & Development,4,Bachelor,Medical,High,Intermediate,Healthcare Representative,Single,9,No,Average,Outstanding,No,10,Medium,5,2,full_time,Average,non-minority,Male,YES
29,Travel_Rarely,Sales,1,Bachelor,Medical,Medium,Entry Level,Sales Representative,Divorced,6,Yes,Low,High,Yes,5,High,3,2,full_time,High,minority,Female,NO
42,Travel_Rarely,Research & Development,7,Bachelor,Other,High,Entry Level,Research Scientist,Married,7,No,Outstanding,Low,Yes,11,High,9,8,full_time,Average,minority,Male,YES
32,Non-Travel,Research & Development,15,Master,Medical,High,Intermediate,Healthcare Representative,Divorced,5,No,Outstanding,Average,Yes,9,Medium,5,1,full_time,High,non-minority,Female,NO
45,Travel_Rarely,Research & Development,3,Below College,Life Sciences,Medium,Intermediate,Manufacturing Director,Married,4,Yes,Low,Low,Yes,10,High,0.6,4,contract,High,minority,Female,NO
45,Travel_Rarely,Research & Development,1,Master,Life Sciences,Medium,Intermediate,Manufacturing Director,Divorced,4,No,Low,High,Yes,10,High,7,4,full_time,High,minority,Male,NO
31,Travel_Rarely,Sales,9,Master,Life Sciences,Low,Intermediate,Sales Executive,Married,3,Yes,High,Average,No,11,High,7,5,full_time,High,non-minority,Male,YES
36,Travel_Rarely,Sales,9,Master,Life Sciences,Medium,Entry Level,Sales Representative,Single,7,No,Low,Average,No,10,High,5,3,full_time,High,minority,Male,NO
36,Travel_Rarely,Research & Development,12,Doctorate,Medical,Medium,Experienced,Manufacturing Director,Single,0,No,Outstanding,Average,No,15,Medium,14,8,contract,Low,minority,Female,YES
27,Travel_Rarely,Research & Development,2,Below College,Medical,Low,Intermediate,Manufacturing Director,Married,2,Yes,Outstanding,Average,No,8,Medium,6,2,full_time,High,minority,Male,YES
55,Travel_Rarely,Sales,13,Master,Marketing,Very High,Experienced,Sales Executive,Single,6,Yes,High,High,No,24,Medium,19,7,full_time,High,minority,Male,YES
20,Travel_Rarely,Research & Development,20,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Single,0,No,Low,Low,No,3,High,2,1,full_time,Average,minority,Female,NO
31,Travel_Frequently,Research & Development,5,Bachelor,Life Sciences,Medium,Intermediate,Research Scientist,Married,1,No,Average,Low,No,11,Low,10,8,full_time,Average,non-minority,Male,YES
28,Travel_Rarely,Human Resources,8,College,Medical,Medium,Entry Level,Human Resources,Divorced,1,No,Outstanding,Outstanding,Yes,6,Medium,5,1,full_time,Average,non-minority,Male,YES
31,Travel_Frequently,Sales,20,Bachelor,Life Sciences,Very High,Entry Level,Sales Representative,Married,0,No,Low,Low,Yes,3,High,2,2,full_time,High,minority,Female,NO
24,Travel_Rarely,Research & Development,17,Below College,Medical,Medium,Intermediate,Manufacturing Director,Divorced,1,No,Low,Average,No,5,Medium,4,2,contract,Average,minority,Female,NO
31,Travel_Rarely,Human Resources,5,College,Medical,Low,Entry Level,Human Resources,Single,2,No,Average,Outstanding,No,2,Medium,0.6,0,full_time,High,non-minority,Female,NO
31,Travel_Rarely,Research & Development,22,Master,Medical,High,Intermediate,Manufacturing Director,Married,1,Yes,High,Outstanding,No,10,High,10,2,full_time,Average,non-minority,Male,YES
47,Travel_Rarely,Research & Development,5,Master,Life Sciences,Low,Entry Level,Laboratory Technician,Single,2,No,Low,High,No,2,Medium,0,0,contract,Average,minority,Female,NO
31,Travel_Frequently,Research & Development,1,Below College,Life Sciences,Medium,Intermediate,Manufacturing Director,Married,4,No,Low,High,Yes,5,Medium,4,2,full_time,Average,minority,Female,NO
29,Travel_Rarely,Human Resources,17,Bachelor,Other,Medium,Experienced,Human Resources,Single,1,No,Low,Low,No,10,High,10,9,full_time,Average,non-minority,Male,YES
31,Travel_Rarely,Sales,5,Master,Life Sciences,High,Intermediate,Sales Executive,Married,1,No,Outstanding,Low,No,10,Medium,10,0,full_time,Low,non-minority,Female,YES
24,Travel_Frequently,Human Resources,10,Bachelor,Medical,High,Entry Level,Human Resources,Married,0,No,Low,Outstanding,Yes,3,Medium,2,2,contract,Average,minority,Male,NO
34,Travel_Frequently,Human Resources,11,Bachelor,Life Sciences,Medium,Intermediate,Human Resources,Married,4,No,Average,Outstanding,No,14,Medium,10,9,full_time,Average,non-minority,Male,YES
41,Travel_Rarely,Sales,20,College,Marketing,High,Entry Level,Sales Representative,Single,1,Yes,Average,Outstanding,No,4,Medium,4,3,full_time,High,non-minority,Female,NO
39,Non-Travel,Research & Development,9,Bachelor,Life Sciences,High,Intermediate,Laboratory Technician,Single,9,No,Average,High,No,9,Medium,5,4,contract,Average,non-minority,Male,YES
37,Travel_Rarely,Research & Development,6,Bachelor,Medical,Very High,Intermediate,Research Scientist,Divorced,4,Yes,Low,Low,No,13,Medium,7,7,full_time,High,minority,Female,NO
36,Non-Travel,Research & Development,18,Master,Life Sciences,High,Intermediate,Manufacturing Director,Single,2,No,Outstanding,Low,No,18,Low,11,9,full_time,High,non-minority,Male,YES
50,Travel_Frequently,Research & Development,5,Doctorate,Medical,Low,Experienced,Healthcare Representative,Married,2,Yes,Low,High,Yes,2,Medium,30,0,full_time,Average,minority,Male,NO
44,Travel_Frequently,Human Resources,1,Doctorate,Human Resources,High,Intermediate,Human Resources,Married,4,Yes,Outstanding,High,No,14,High,10,7,full_time,Low,non-minority,Male,YES
34,Travel_Rarely,Sales,1,Master,Marketing,Very High,Intermediate,Sales Executive,Divorced,0,No,Outstanding,Outstanding,Yes,16,Medium,15,1,contract,Average,non-minority,Male,YES
35,Travel_Rarely,Sales,18,Bachelor,Medical,High,Intermediate,Sales Executive,Married,1,No,Low,Average,No,5,High,5,2,full_time,Average,non-minority,Female,NO
52,Travel_Rarely,Research & Development,1,College,Life Sciences,High,Experienced,Manager,Married,2,No,Outstanding,Average,Yes,26,Medium,9,8,contract,Average,non-minority,Male,YES
41,Travel_Rarely,Sales,20,Below College,Marketing,High,Experienced,Sales Executive,Divorced,0,Yes,High,Low,Yes,3,High,22,1,full_time,High,minority,Female,NO
31,Travel_Rarely,Sales,6,Master,Medical,Very High,Intermediate,Sales Executive,Divorced,4,No,Low,Outstanding,No,13,High,7,7,contract,High,minority,Female,NO
31,Travel_Rarely,Sales,7,Master,Life Sciences,Medium,Entry Level,Sales Representative,Married,3,No,High,Average,No,13,Medium,7,7,full_time,Average,non-minority,Male,YES
43,Travel_Rarely,Research & Development,13,College,Life Sciences,Medium,Experienced,Research Director,Married,1,No,High,Low,Yes,17,High,12,8,full_time,High,non-minority,Male,YES
34,Travel_Frequently,Research & Development,1,Bachelor,Medical,Medium,Intermediate,Healthcare Representative,Single,0,No,Low,High,No,14,High,13,9,full_time,High,minority,Male,YES
18,Non-Travel,Research & Development,5,College,Life Sciences,High,Entry Level,Research Scientist,Single,1,No,Low,Outstanding,No,0,Medium,0,0,full_time,Average,minority,Male,NO
45,Travel_Rarely,Research & Development,1,Master,Medical,High,Entry Level,Laboratory Technician,Divorced,3,No,Low,Outstanding,No,8,Medium,5,3,contract,Average,non-minority,Female,NO
34,Travel_Frequently,Research & Development,23,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Divorced,1,Yes,Average,Average,Yes,11,High,11,5,full_time,High,non-minority,Male,YES
42,Travel_Frequently,Sales,12,Bachelor,Life Sciences,Medium,Experienced,Sales Executive,Single,1,Yes,Low,Average,No,22,Medium,21,2,full_time,Average,minority,Male,NO
34,Travel_Frequently,Research & Development,10,Master,Life Sciences,Very High,Intermediate,Manufacturing Director,Divorced,1,No,Low,Low,Yes,9,High,9,7,full_time,Average,minority,Male,NO
47,Travel_Rarely,Human Resources,26,Master,Life Sciences,High,Experienced,Manager,Married,3,No,Low,High,Yes,27,Medium,5,2,full_time,Low,minority,Female,NO
36,Travel_Rarely,Research & Development,10,Master,Technical Degree,High,Experienced,Healthcare Representative,Married,3,No,Low,Low,No,10,Low,7,7,full_time,High,minority,Female,NO
39,Travel_Rarely,Research & Development,20,Master,Other,High,Intermediate,Research Scientist,Divorced,0,No,Low,Low,Yes,3,High,2,1,full_time,Average,minority,Male,NO
38,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,High,Intermediate,Research Scientist,Married,7,No,Outstanding,Outstanding,No,19,High,13,11,full_time,Average,minority,Male,YES
40,Travel_Frequently,Research & Development,2,College,Medical,Very High,Intermediate,Healthcare Representative,Married,1,No,Average,Outstanding,Yes,8,Medium,8,7,full_time,High,minority,Female,NO
42,Travel_Frequently,Research & Development,28,Master,Technical Degree,Medium,Intermediate,Healthcare Representative,Married,0,No,Low,Outstanding,Yes,7,High,6,5,full_time,Low,minority,Female,NO
30,Travel_Frequently,Sales,12,Master,Life Sciences,Medium,Entry Level,Sales Representative,Married,1,No,Low,High,Yes,1,Medium,1,0,full_time,High,non-minority,Male,YES
30,Travel_Frequently,Sales,26,Master,Marketing,Medium,Intermediate,Sales Executive,Single,5,No,Low,High,No,9,Medium,0,3,full_time,High,minority,Female,NO
53,Travel_Rarely,Sales,2,College,Medical,High,Experienced,Manager,Divorced,6,No,High,High,Yes,22,High,17,13,contract,Average,minority,Male,YES
50,Travel_Rarely,Sales,9,Bachelor,Marketing,High,Experienced,Manager,Married,4,Yes,Low,High,Yes,27,Medium,1,0,full_time,Average,minority,Male,NO
39,Travel_Rarely,Research & Development,4,Bachelor,Medical,High,Entry Level,Laboratory Technician,Single,3,Yes,Low,High,No,18,Medium,16,12,full_time,Average,non-minority,Male,YES
25,Travel_Rarely,Research & Development,2,Below College,Other,Medium,Entry Level,Laboratory Technician,Divorced,4,Yes,Low,High,Yes,5,Medium,2,2,full_time,High,minority,Female,NO
48,Travel_Rarely,Research & Development,4,Master,Life Sciences,Medium,Experienced,Healthcare Representative,Single,7,No,High,Average,No,27,High,15,11,full_time,Average,minority,Male,YES
26,Travel_Rarely,Human Resources,5,Below College,Life Sciences,Low,Entry Level,Human Resources,Married,2,No,Low,Outstanding,Yes,2,Medium,8,0,full_time,High,minority,Female,NO
36,Travel_Frequently,Research & Development,3,College,Medical,High,Entry Level,Laboratory Technician,Single,4,No,Average,High,No,13,High,8,7,full_time,Average,minority,Male,YES
26,Travel_Rarely,Research & Development,1,Below College,Medical,High,Entry Level,Laboratory Technician,Married,1,No,High,High,No,8,High,8,5,full_time,Average,minority,Male,YES
26,Non-Travel,Research & Development,7,Bachelor,Medical,High,Entry Level,Laboratory Technician,Single,1,No,Outstanding,High,No,7,Medium,7,7,full_time,High,non-minority,Male,YES
50,Travel_Frequently,Sales,12,Bachelor,Marketing,High,Experienced,Sales Executive,Single,4,No,Low,Outstanding,No,16,High,2,2,full_time,Low,non-minority,Female,NO
33,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,Medium,Intermediate,Manufacturing Director,Single,1,No,Average,Outstanding,No,5,Medium,5,3,full_time,Average,non-minority,Male,YES
40,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,High,Intermediate,Healthcare Representative,Divorced,4,No,Outstanding,Outstanding,Yes,12,High,5,3,contract,High,non-minority,Female,NO
25,Travel_Rarely,Sales,13,Below College,Medical,High,Entry Level,Sales Representative,Married,1,No,High,High,No,7,Low,7,4,full_time,Average,minority,Male,YES
32,Non-Travel,Sales,26,Master,Marketing,Medium,Intermediate,Sales Executive,Married,4,No,High,Low,Yes,5,Medium,3,2,full_time,High,minority,Female,NO
41,Travel_Rarely,Research & Development,2,Master,Life Sciences,Low,Entry Level,Laboratory Technician,Divorced,4,Yes,Low,High,Yes,10,Low,7,7,contract,Average,non-minority,Female,NO
36,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,High,Experienced,Healthcare Representative,Married,7,Yes,Low,Outstanding,Yes,15,Low,12,8,full_time,Average,non-minority,Male,YES
41,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Divorced,4,No,High,Low,Yes,13,Medium,9,8,full_time,Average,non-minority,Male,YES
45,Non-Travel,Research & Development,2,College,Medical,Medium,Experienced,Manager,Married,9,No,Low,Outstanding,Yes,22,Low,20,8,contract,High,minority,Female,NO
38,Travel_Rarely,Research & Development,9,College,Life Sciences,Medium,Entry Level,Research Scientist,Divorced,1,No,Low,Average,No,10,Medium,5,2,full_time,High,minority,Male,NO
40,Travel_Rarely,Research & Development,2,Bachelor,Medical,Medium,Intermediate,Laboratory Technician,Married,4,No,Low,Average,Yes,5,Medium,1,2,full_time,High,minority,Female,NO
54,Travel_Rarely,Research & Development,7,Master,Medical,High,Intermediate,Research Scientist,Married,4,No,Outstanding,Average,Yes,14,Medium,0,1,contract,Average,non-minority,Female,NO
37,Travel_Rarely,Research & Development,10,Bachelor,Medical,High,Entry Level,Laboratory Technician,Married,6,No,Low,Average,Yes,17,High,5,4,full_time,High,minority,Female,NO
55,Travel_Rarely,Sales,1,College,Life Sciences,High,Experienced,Sales Executive,Married,3,No,Low,Outstanding,Yes,24,High,1,0,full_time,High,minority,Female,NO
36,Travel_Rarely,Research & Development,7,Master,Other,High,Entry Level,Research Scientist,Single,2,No,Outstanding,High,No,8,Medium,6,2,full_time,High,non-minority,Male,YES
21,Travel_Frequently,Sales,5,Below College,Technical Degree,Low,Entry Level,Sales Representative,Single,2,Yes,Low,High,No,2,Medium,3,0,full_time,Low,non-minority,Female,NO
31,Travel_Rarely,Sales,8,College,Life Sciences,High,Experienced,Sales Executive,Divorced,1,No,Outstanding,Low,Yes,13,Medium,13,7,full_time,High,non-minority,Male,YES
27,Travel_Frequently,Human Resources,22,Bachelor,Human Resources,Medium,Entry Level,Human Resources,Married,1,No,Low,Low,No,1,Medium,1,0,full_time,Average,minority,Female,NO
26,Travel_Rarely,Sales,24,Bachelor,Life Sciences,Medium,Intermediate,Sales Executive,Divorced,1,No,High,High,No,7,High,5,4,contract,Average,non-minority,Male,YES
55,Travel_Rarely,Sales,26,Doctorate,Marketing,Medium,Experienced,Manager,Married,1,No,Low,High,Yes,36,High,36,6,full_time,High,minority,Male,NO
35,Travel_Frequently,Research & Development,25,Bachelor,Medical,High,Experienced,Manager,Single,3,No,Low,High,No,22,High,0,0,full_time,High,non-minority,Female,NO
36,Travel_Frequently,Research & Development,18,Master,Life Sciences,Very High,Entry Level,Laboratory Technician,Married,4,No,Low,Outstanding,No,4,Medium,1,0,contract,High,minority,Male,NO
41,Travel_Rarely,Research & Development,7,College,Technical Degree,Very High,Entry Level,Research Scientist,Married,1,No,Low,High,No,10,High,0,6,full_time,Average,minority,Female,NO
25,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,High,Entry Level,Human Resources,Married,4,No,Low,High,No,6,High,0.6,0,contract,High,minority,Female,NO
50,Travel_Rarely,Research & Development,1,College,Medical,High,Experienced,Research Director,Divorced,5,No,Low,High,Yes,4,High,5,2,full_time,High,minority,Female,NO
33,Non-Travel,Sales,2,Bachelor,Marketing,High,Intermediate,Sales Executive,Single,8,No,Average,Outstanding,No,13,Medium,11,7,full_time,High,minority,Female,YES
